09:36:08,17970.0,17946.52496101668,61.80825510646238,62.5,8.0,51.21951219512195,3.4395244911776506,-4.0,179800.0
09:36:11,17965.0,17946.56127649015,61.733325068369034,60.0,8.0,50.0,3.4363108860767624,0.0,89925.0
09:36:14,17970.0,17946.60498294471,61.62839113387595,62.5,2.0,51.21951219512195,3.429515366381522,2.0,179700.0
09:36:15,17965.0,17946.628185966365,61.57751939678735,60.0,10.0,50.0,3.42763815178332,-2.0,179750.0
09:36:16,17965.0,17946.648587757165,61.525426089996195,60.0,2.0,50.0,3.4247384408570105,2.0,179750.0
09:36:18,17960.0,17946.686546389334,61.41161664498516,57.69230769230769,6.0,48.83720930232558,3.4193550470481715,0.0,179700.0
09:36:19,17960.0,17946.693940698475,61.384394867557205,57.69230769230769,4.0,48.83720930232558,3.417839357881804,0.0,179700.0
09:36:19,17960.0,17946.701330900807,61.35713079993232,57.69230769230769,2.0,48.83720930232558,3.416321314027412,-2.0,179700.0
09:36:20,17960.0,17946.70871699861,61.32713107730435,57.69230769230769,2.0,48.83720930232558,3.414650950852135,2.0,179600.0
09:36:20,17960.0,17946.71609899417,61.297084447210096,57.69230769230769,4.0,48.83720930232558,3.4129779759025665,0.0,179600.0
09:36:21,17960.0,17946.73085068765,61.23685018832759,57.69230769230769,4.0,48.83720930232558,3.4096241752966363,4.0,179700.0
09:36:28,17965.0,17946.76308195419,61.11109493370996,60.0,2.0,50.0,3.4016751980912865,0.0,179650.0
09:36:28,17965.0,17946.773210761767,61.08163834745976,60.0,4.0,50.0,3.4000355328393965,0.0,179650.0
09:36:43,17960.0,17946.96181579784,60.47943060122783,57.69230769230769,4.0,48.83720930232558,3.3674515924959816,-2.0,179600.0
09:36:48,17965.0,17947.022411709426,60.230441586875344,60.0,10.0,50.0,3.3526546945101776,0.0,179650.0
09:36:49,17965.0,17947.04237571487,60.17422580951658,60.0,4.0,50.0,3.349525511245009,2.0,179650.0
09:36:51,17965.0,17947.09218878897,60.03288024935965,60.0,4.0,50.0,3.341657681567473,2.0,179750.0
09:36:52,17965.0,17947.112075307385,59.98138714323424,60.0,4.0,50.0,3.3387913800854014,4.0,179750.0
09:36:53,17965.0,17947.12201028361,59.95557762694176,60.0,4.0,50.0,3.3373547245723216,0.0,89875.0
09:37:02,17960.0,17947.228154507782,59.64831303625429,57.69230769230769,2.0,48.83720930232558,3.3211755588114857,0.0,179700.0
09:37:07,17965.0,17947.266359635167,59.47003406569292,60.0,4.0,50.0,3.31032752940122,2.0,179650.0
09:37:08,17965.0,17947.286052737883,59.399752134386645,60.0,4.0,50.0,3.3064153706867043,-2.0,179650.0
09:37:10,17965.0,17947.32537336038,59.24920683690606,60.0,4.0,50.0,3.2980354487562518,-2.0,179750.0
09:37:10,17960.0,17947.332412864205,59.20974722684314,57.69230769230769,10.0,48.83720930232558,3.296756527107079,8.0,89900.0
09:37:17,17965.0,17947.391365332478,58.935510878547795,60.0,4.0,50.0,3.2805739425854603,2.0,179650.0
09:37:17,17965.0,17947.401145190666,58.89952365647666,60.0,2.0,50.0,3.278570757388069,0.0,179650.0
09:37:22,17965.0,17947.440210336124,58.76100762061128,60.0,10.0,50.0,3.2708604297584905,6.0,179750.0
09:37:24,17965.0,17947.46945227793,58.65500594341648,60.0,2.0,50.0,3.2649599745848303,0.0,179750.0
09:37:25,17965.0,17947.488919847467,58.5880859855011,60.0,2.0,50.0,3.2612349560534986,0.0,179750.0
09:37:26,17965.0,17947.508365798385,58.52094591777462,60.0,4.0,50.0,3.2574976853757094,0.0,89875.0
09:37:31,17960.0,17947.563797172967,58.31426771763864,57.69230769230769,4.0,48.83720930232558,3.246896866238232,2.0,179700.0
09:37:35,17960.0,17947.605182170137,58.06986850080345,57.69230769230769,6.0,48.83720930232558,3.233288892026918,2.0,179700.0
09:37:35,17960.0,17947.612066267793,58.028369349014014,57.69230769230769,2.0,48.83720930232558,3.2309782488315153,2.0,179600.0
09:37:37,17965.0,17947.635472635022,57.90433355229798,64.0,2.0,52.38095238095238,3.2231747037182283,0.0,179650.0
09:37:38,17965.0,17947.6643894107,57.78141640185288,64.0,6.0,52.38095238095238,3.2163326691819027,-2.0,179650.0
09:37:41,17965.0,17947.702870218487,57.619775344949744,64.0,4.0,52.38095238095238,3.2073351152212495,0.0,179750.0
09:37:44,17965.0,17947.74126560831,57.460275059179274,64.0,2.0,52.38095238095238,3.1984567246968703,2.0,179650.0
09:37:50,17965.0,17947.808252573588,57.18633851616827,64.0,2.0,52.38095238095238,3.183208378300488,2.0,179650.0
09:37:55,17960.0,17947.843637034017,57.00282583151285,62.5,14.0,51.21951219512195,3.173876716676662,4.0,179700.0
09:37:55,17960.0,17947.850388693536,56.95610312561908,62.5,6.0,51.21951219512195,3.1712752297115303,4.0,179700.0
09:38:14,17960.0,17947.93781978513,56.388941912947146,62.5,6.0,51.21951219512195,3.139696097602848,0.0,179600.0
09:38:14,17960.0,17947.944519135428,56.34794064327146,62.5,4.0,51.21951219512195,3.1374131761287005,0.0,179600.0
09:38:16,17960.0,17947.964594869627,56.22440974828642,62.5,2.0,51.21951219512195,3.130535063935769,-2.0,179700.0
09:38:17,17955.0,17947.968502342625,56.18874744560652,60.0,2.0,50.0,3.1294206318912017,-2.0,89875.0
09:38:17,17960.0,17947.975184651794,56.15375701663538,62.5,4.0,51.21951219512195,3.1266011701912797,0.0,89850.0
09:38:19,17955.0,17947.992432312978,56.03837963649519,60.0,10.0,50.0,3.121045927958518,0.0,179650.0
